# Title : Technical directory file of the Argo Global Data Assembly Center
# Description : The directory file describes all technical files of the argo GDAC ftp site.
# Project : ARGO
# Format version : 2.0
# Date of update : 20200329162202
# FTP root number 1 : ftp://ftp.ifremer.fr/ifremer/argo/dac
# FTP root number 2 : ftp://usgodae.org/pub/outgoing/argo/dac
# GDAC node : CORIOLIS
file,institution,date_update
aoml/1901369/1901369_tech.nc,AO,20190728200130
aoml/1901370/1901370_tech.nc,AO,20181020201735
aoml/1901371/1901371_tech.nc,AO,20181020201742
aoml/1901372/1901372_tech.nc,AO,20181020201749
aoml/1901373/1901373_tech.nc,AO,20181020201754
aoml/1901374/1901374_tech.nc,AO,20181022200321
aoml/1901375/1901375_tech.nc,AO,20190501200215
aoml/1901376/1901376_tech.nc,AO,20190814200158
aoml/1901377/1901377_tech.nc,AO,20181022200326
aoml/1901378/1901378_tech.nc,AO,20181022200334
aoml/1901379/1901379_tech.nc,AO,20181022200631
aoml/1901380/1901380_tech.nc,AO,20181022200342
aoml/1901381/1901381_tech.nc,AO,20181022200609
aoml/1901382/1901382_tech.nc,AO,20181022200616
aoml/1901383/1901383_tech.nc,AO,20181022200622
aoml/1901384/1901384_tech.nc,AO,20171219210508
aoml/1901385/1901385_tech.nc,AO,20180825200345
aoml/1901386/1901386_tech.nc,AO,20171115210629
aoml/1901387/1901387_tech.nc,AO,20181022200345
aoml/1901388/1901388_tech.nc,AO,20181022200350
aoml/1901389/1901389_tech.nc,AO,20181022200354
aoml/1901390/1901390_tech.nc,AO,20181022200356
aoml/1901391/1901391_tech.nc,AO,20181022200400
aoml/1901392/1901392_tech.nc,AO,20181022200402
aoml/1901393/1901393_tech.nc,AO,20200306210134
aoml/1901394/1901394_tech.nc,AO,20181022200407
aoml/1901395/1901395_tech.nc,AO,20181022200413
aoml/1901396/1901396_tech.nc,AO,20181022200420
aoml/1901397/1901397_tech.nc,AO,20181022200425
aoml/1901398/1901398_tech.nc,AO,20181022200432
aoml/1901399/1901399_tech.nc,AO,20181022200439
aoml/1901400/1901400_tech.nc,AO,20181022200446
