# Title : Bio-Profile directory file of the Argo Global Data Assembly Center
# Description : The directory file describes all individual bio-profile files of the argo GDAC ftp site.
# Project : ARGO
# Format version : 2.2
# Date of update : 20230426142402
# FTP root number 1 : ftp://ftp.ifremer.fr/ifremer/argo/dac
# FTP root number 2 : ftp://usgodae.org/pub/outgoing/argo/dac
# GDAC node : CORIOLIS
file,date,latitude,longitude,ocean,profiler_type,institution,parameters,parameter_data_mode,date_update
coriolis/3902131/profiles/BR3902131_130.nc,20200423062740,-7.609,0.851,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083859
coriolis/3902131/profiles/BR3902131_131.nc,20200503115920,-8.367,0.195,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083900
coriolis/3902131/profiles/BR3902131_132.nc,20200513121220,-8.542,0.285,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083901
coriolis/3902131/profiles/BR3902131_133.nc,20200523115920,-8.530,0.153,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083902
coriolis/3902131/profiles/BR3902131_134.nc,20200602115420,-8.557,0.637,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083903
coriolis/3902131/profiles/BR3902131_135.nc,20200612121240,-8.283,0.923,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083904
coriolis/3902131/profiles/BR3902131_136.nc,20200622115020,-8.069,0.943,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083905
coriolis/3902131/profiles/BR3902131_137.nc,20200702120520,-7.968,0.842,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083906
coriolis/3902131/profiles/BR3902131_138.nc,20200712121320,-8.210,0.711,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083907
coriolis/3902131/profiles/BR3902131_139.nc,20200722105420,-8.584,0.792,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083908
coriolis/3902131/profiles/BR3902131_140.nc,20200801120140,-8.789,1.201,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083909
coriolis/3902131/profiles/BR3902131_141.nc,20200811120120,-8.850,1.633,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083910
coriolis/3902131/profiles/BR3902131_142.nc,20200821121020,-9.017,1.752,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083911
coriolis/3902131/profiles/BR3902131_143.nc,20200831115720,-9.193,1.844,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083912
coriolis/3902131/profiles/BR3902131_144.nc,20200910120820,-9.273,1.991,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083913
coriolis/3902131/profiles/BR3902131_145.nc,20200920115240,-9.117,2.231,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083914
coriolis/3902131/profiles/BR3902131_146.nc,20200930120420,-8.921,2.367,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083916
coriolis/3902131/profiles/BR3902131_147.nc,20201010115820,-8.761,2.551,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083917
coriolis/3902131/profiles/BR3902131_148.nc,20201020120620,-8.542,2.851,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083917
coriolis/3902131/profiles/BR3902131_149.nc,20201030120520,-8.412,3.081,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083918
coriolis/3902131/profiles/BR3902131_150.nc,20201109120240,-8.405,3.425,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083920
coriolis/3902131/profiles/BR3902131_151.nc,20201119115520,-8.608,3.589,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083920
coriolis/3902131/profiles/BR3902131_152.nc,20201129121320,-8.963,3.683,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083921
coriolis/3902131/profiles/BR3902131_153.nc,20201209120520,-9.078,3.809,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083922
coriolis/3902131/profiles/BR3902131_154.nc,20201219120720,-8.880,3.910,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083923
coriolis/3902131/profiles/BR3902131_155.nc,20201229115840,-8.578,3.897,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083924
coriolis/3902131/profiles/BR3902131_156.nc,20210108120320,-8.309,3.801,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083925
coriolis/3902131/profiles/BR3902131_157.nc,20210118121120,-8.120,3.683,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083926
coriolis/3902131/profiles/BR3902131_158.nc,20210128121420,-8.005,3.532,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083928
coriolis/3902131/profiles/BR3902131_159.nc,20210207122320,-8.033,3.408,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083928
coriolis/3902131/profiles/BR3902131_160.nc,20210217122340,-8.138,3.225,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083929
coriolis/3902131/profiles/BR3902131_161.nc,20210227123720,-8.275,3.033,A,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY,RRRRR,20210421083930
